,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
117,"frozenset(['PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.04340836012861737,0.16720257234726688,0.04180064308681672,0.9629629629629629,5.7592592592592595,0.034542653611935356,22.48553054662376
16,"frozenset(['PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.03376205787781351,0.16720257234726688,0.03215434083601286,0.9523809523809522,5.695970695970695,0.026509237911105134,17.488745980707336
302,"frozenset(['CIRCUS PARADE LUNCH BOX', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.03376205787781351,0.16720257234726688,0.03215434083601286,0.9523809523809522,5.695970695970695,0.026509237911105134,17.488745980707336
468,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['SET/6 RED SPOTTY PAPER PLATES']),0.03215434083601286,0.12540192926045016,0.03054662379421222,0.9500000000000001,7.575641025641026,0.02651440741927813,17.49196141479102
298,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER PLATES']),0.03054662379421222,0.04823151125401929,0.028938906752411574,0.9473684210526315,19.642105263157895,0.027465596923108734,18.083601286173614
213,"frozenset(['MINI PAINT SET VINTAGE', 'SET/6 RED SPOTTY PAPER PLATES'])","frozenset(['SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'])",0.028938906752411574,0.07234726688102894,0.027331189710610933,0.9444444444444445,13.054320987654322,0.025237538900549004,16.697749196141505
7,"frozenset(['MINI PAINT SET VINTAGE', 'SET/6 RED SPOTTY PAPER PLATES'])",frozenset(['SET/20 RED RETROSPOT PAPER NAPKINS']),0.028938906752411574,0.09485530546623794,0.027331189710610933,0.9444444444444445,9.956685499058382,0.02458618087075196,16.29260450160774
208,"frozenset(['MINI PAINT SET VINTAGE', 'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'])",frozenset(['SET/20 RED RETROSPOT PAPER NAPKINS']),0.028938906752411574,0.09485530546623794,0.027331189710610933,0.9444444444444445,9.956685499058382,0.02458618087075196,16.29260450160774
47,"frozenset(['SET OF 9 BLACK SKULL BALLOONS', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['SET/6 RED SPOTTY PAPER PLATES']),0.028938906752411574,0.12540192926045016,0.027331189710610933,0.9444444444444445,7.531339031339033,0.023702194973170256,15.742765273311923
131,"frozenset(['SPACEBOY LUNCH BOX', 'PLASTERS IN TIN STRONGMAN'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.028938906752411574,0.16720257234726688,0.027331189710610933,0.9444444444444445,5.648504273504274,0.022492530060690026,14.990353697749219
347,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER PLATES']),0.027331189710610933,0.04823151125401929,0.02572347266881029,0.9411764705882353,19.51372549019608,0.024405248084697222,16.18006430868167
435,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER PLATES']),0.027331189710610933,0.04823151125401929,0.02572347266881029,0.9411764705882353,19.51372549019608,0.024405248084697222,16.18006430868167
377,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['SET/6 RED SPOTTY PAPER PLATES']),0.027331189710610933,0.12540192926045016,0.02572347266881029,0.9411764705882353,7.505279034690799,0.022296088750116315,14.868167202572344
346,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['SET/6 RED SPOTTY PAPER PLATES']),0.027331189710610933,0.12540192926045016,0.02572347266881029,0.9411764705882353,7.505279034690799,0.022296088750116315,14.868167202572344
120,"frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.027331189710610933,0.16720257234726688,0.02572347266881029,0.9411764705882353,5.6289592760181,0.02115362744388499,14.15755627009646
38,frozenset(['CHILDRENS CUTLERY SPACEBOY']),frozenset(['CHILDRENS CUTLERY DOLLY GIRL']),0.04340836012861737,0.04501607717041801,0.04019292604501608,0.9259259259259258,20.568783068783066,0.038238851955624945,12.892282958199338
32,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.04180064308681672,0.16720257234726688,0.03858520900321544,0.9230769230769231,5.5207100591715985,0.03159603395332968,10.826366559485537
229,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.03697749196141479,0.05787781350482315,0.03376205787781351,0.9130434782608697,15.775362318840584,0.03162188149419465,10.834405144694555
230,"frozenset(['PACK OF 6 SKULL PAPER CUPS', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER PLATES']),0.03697749196141479,0.04823151125401929,0.03376205787781351,0.9130434782608697,18.9304347826087,0.03197857755813112,10.9453376205788
240,frozenset(['SET/6 RED SPOTTY PAPER PLATES']),frozenset(['SET/6 RED SPOTTY PAPER CUPS']),0.12540192926045016,0.13665594855305466,0.11414790996784566,0.9102564102564102,6.660935143288085,0.09701099037437579,9.620119430408819
184,"frozenset(['PLASTERS IN TIN WOODLAND ANIMALS', 'LUNCH BAG SPACEBOY DESIGN'])",frozenset(['PLASTERS IN TIN SPACEBOY']),0.03376205787781351,0.12861736334405144,0.03054662379421222,0.9047619047619047,7.034523809523809,0.026204236928898585,9.14951768488745
55,"frozenset(['CIRCUS PARADE LUNCH BOX', 'PLASTERS IN TIN WOODLAND ANIMALS'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.03376205787781351,0.16720257234726688,0.03054662379421222,0.9047619047619047,5.411172161172161,0.024901520869304493,8.744372990353687
458,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'ALARM CLOCK BAKELIKE PINK'])",frozenset(['ALARM CLOCK BAKELIKE RED']),0.03376205787781351,0.06752411575562701,0.03054662379421222,0.9047619047619047,13.39909297052154,0.02826687068992256,9.790996784565905
57,"frozenset(['MINI PAINT SET VINTAGE', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['SET/6 RED SPOTTY PAPER PLATES']),0.03215434083601286,0.12540192926045016,0.028938906752411574,0.9,7.176923076923077,0.024906690377477485,8.7459807073955
472,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS'])",frozenset(['SET/6 RED SPOTTY PAPER CUPS']),0.03215434083601286,0.13665594855305466,0.028938906752411574,0.9,6.5858823529411765,0.024544824805368015,8.633440514469456
501,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS'])",frozenset(['PACK OF 6 SKULL PAPER PLATES']),0.03215434083601286,0.04823151125401929,0.028938906752411574,0.9,18.66,0.02738805430051385,9.51768488745981
269,"frozenset(['SET/6 RED SPOTTY PAPER CUPS', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['SET/6 RED SPOTTY PAPER PLATES']),0.03054662379421222,0.12540192926045016,0.027331189710610933,0.8947368421052632,7.134952766531714,0.02350058415442355,8.308681672025724
333,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.03054662379421222,0.16720257234726688,0.027331189710610933,0.8947368421052632,5.351214574898786,0.022223715635694422,7.911575562700965
48,"frozenset(['SET OF 9 BLACK SKULL BALLOONS', 'SET/6 RED SPOTTY PAPER PLATES'])",frozenset(['SET/6 RED SPOTTY PAPER CUPS']),0.03054662379421222,0.13665594855305466,0.027331189710610933,0.8947368421052632,6.5473684210526315,0.023156811860919554,8.201768488745982
27,"frozenset(['CIRCUS PARADE LUNCH BOX', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['SPACEBOY LUNCH BOX']),0.03054662379421222,0.12861736334405144,0.027331189710610933,0.8947368421052632,6.956578947368421,0.023402363499136693,8.278135048231512
42,"frozenset(['SET/6 RED SPOTTY PAPER CUPS', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER PLATES']),0.03054662379421222,0.04823151125401929,0.027331189710610933,0.8947368421052632,18.55087719298246,0.025857879881308093,9.041800643086818
483,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS', 'SPACEBOY LUNCH BOX'])",frozenset(['PLASTERS IN TIN SPACEBOY']),0.03054662379421222,0.12861736334405144,0.027331189710610933,0.8947368421052632,6.956578947368421,0.023402363499136693,8.278135048231512
268,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['SET/6 RED SPOTTY PAPER CUPS']),0.03054662379421222,0.13665594855305466,0.027331189710610933,0.8947368421052632,6.5473684210526315,0.023156811860919554,8.201768488745982
108,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.03054662379421222,0.05787781350482315,0.027331189710610933,0.8947368421052632,15.45906432748538,0.025563217915447526,8.95016077170418
37,frozenset(['CHILDRENS CUTLERY DOLLY GIRL']),frozenset(['CHILDRENS CUTLERY SPACEBOY']),0.04501607717041801,0.04340836012861737,0.04019292604501608,0.8928571428571429,20.56878306878307,0.038238851955624945,8.928188638799575
378,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['PACK OF 6 SKULL PAPER PLATES']),0.028938906752411574,0.04823151125401929,0.02572347266881029,0.888888888888889,18.42962962962963,0.024327705462102334,8.565916398713831
433,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.028938906752411574,0.05787781350482315,0.02572347266881029,0.888888888888889,15.358024691358027,0.024048552020760745,8.479099678456597
345,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['SET/6 RED SPOTTY PAPER CUPS']),0.028938906752411574,0.13665594855305466,0.02572347266881029,0.888888888888889,6.504575163398694,0.021768798916471085,7.7700964630225124
375,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS'])",frozenset(['SET/6 RED SPOTTY PAPER CUPS']),0.028938906752411574,0.13665594855305466,0.02572347266881029,0.888888888888889,6.504575163398694,0.021768798916471085,7.7700964630225124
432,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS'])",frozenset(['PACK OF 20 SKULL PAPER NAPKINS']),0.028938906752411574,0.04340836012861737,0.02572347266881029,0.888888888888889,20.477366255144034,0.02446728218277313,8.60932475884245
364,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'])",frozenset(['ALARM CLOCK BAKELIKE RED']),0.028938906752411574,0.06752411575562701,0.02572347266881029,0.888888888888889,13.164021164021165,0.023769398579419156,8.392282958199361
363,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'])",frozenset(['ALARM CLOCK BAKELIKE PINK']),0.028938906752411574,0.07234726688102894,0.02572347266881029,0.888888888888889,12.28641975308642,0.02362982185874836,8.348874598070744
283,"frozenset(['ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE RED'])",frozenset(['ALARM CLOCK BAKELIKE PINK']),0.028938906752411574,0.07234726688102894,0.02572347266881029,0.888888888888889,12.28641975308642,0.02362982185874836,8.348874598070744
102,frozenset(['DOLLY GIRL CHILDRENS BOWL']),frozenset(['SPACEBOY CHILDRENS BOWL']),0.028938906752411574,0.03215434083601286,0.02572347266881029,0.888888888888889,27.64444444444445,0.024792961197671652,8.71061093247589
393,"frozenset(['PLASTERS IN TIN SPACEBOY', 'ALARM CLOCK BAKELIKE PINK'])",frozenset(['ALARM CLOCK BAKELIKE GREEN']),0.028938906752411574,0.06752411575562701,0.02572347266881029,0.888888888888889,13.164021164021165,0.023769398579419156,8.392282958199361
394,"frozenset(['PLASTERS IN TIN SPACEBOY', 'ALARM CLOCK BAKELIKE GREEN'])",frozenset(['ALARM CLOCK BAKELIKE PINK']),0.028938906752411574,0.07234726688102894,0.02572347266881029,0.888888888888889,12.28641975308642,0.02362982185874836,8.348874598070744
401,"frozenset(['LUNCH BAG WOODLAND', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.028938906752411574,0.15594855305466238,0.02572347266881029,0.888888888888889,5.699885452462772,0.021210492033787907,7.5964630225080425
106,"frozenset(['PLASTERS IN TIN SPACEBOY', 'LUNCH BOX I LOVE LONDON'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.028938906752411574,0.16720257234726688,0.02572347266881029,0.888888888888889,5.316239316239317,0.02088481301888938,7.4951768488746024
153,"frozenset(['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'])",frozenset(['ALARM CLOCK BAKELIKE RED']),0.05305466237942122,0.06752411575562701,0.04662379421221865,0.8787878787878788,13.014430014430014,0.0430413250483349,7.692926045016077
70,"frozenset(['PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN STRONGMAN'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.04983922829581994,0.16720257234726688,0.04340836012861737,0.8709677419354839,5.209057071960298,0.03507511295375358,6.454180064308682
77,frozenset(['PACK OF 6 SKULL PAPER PLATES']),frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.04823151125401929,0.05787781350482315,0.04180064308681672,0.8666666666666667,14.974074074074075,0.03900910867340081,7.065916398713828
467,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES'])",frozenset(['SET/6 RED SPOTTY PAPER CUPS']),0.03536977491961415,0.13665594855305466,0.03054662379421222,0.8636363636363636,6.319786096256685,0.025713133652464304,6.331189710610933
457,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'ALARM CLOCK BAKELIKE RED'])",frozenset(['ALARM CLOCK BAKELIKE PINK']),0.03536977491961415,0.07234726688102894,0.03054662379421222,0.8636363636363636,11.937373737373738,0.02798771724858097,6.802786709539121
94,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'ALARM CLOCK BAKELIKE GREEN'])",frozenset(['ALARM CLOCK BAKELIKE RED']),0.03376205787781351,0.06752411575562701,0.028938906752411574,0.8571428571428571,12.693877551020407,0.026659153648121915,6.527331189710609
326,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'ALARM CLOCK BAKELIKE GREEN'])",frozenset(['ALARM CLOCK BAKELIKE PINK']),0.03376205787781351,0.07234726688102894,0.028938906752411574,0.8571428571428571,11.847619047619046,0.026496314140672654,6.493569131832795
325,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'ALARM CLOCK BAKELIKE PINK'])",frozenset(['ALARM CLOCK BAKELIKE GREEN']),0.03376205787781351,0.06752411575562701,0.028938906752411574,0.8571428571428571,12.693877551020407,0.026659153648121915,6.527331189710609
88,"frozenset(['RED RETROSPOT MINI CASES', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.03376205787781351,0.16720257234726688,0.028938906752411574,0.8571428571428571,5.126373626373626,0.023293803827503852,5.82958199356913
33,frozenset(['ALARM CLOCK BAKELIKE ORANGE']),frozenset(['ALARM CLOCK BAKELIKE RED']),0.03376205787781351,0.06752411575562701,0.028938906752411574,0.8571428571428571,12.693877551020407,0.026659153648121915,6.527331189710609
151,"frozenset(['ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'])",frozenset(['ALARM CLOCK BAKELIKE GREEN']),0.05466237942122187,0.06752411575562701,0.04662379421221865,0.8529411764705882,12.631652661064424,0.042932765376702056,6.340836012861735
133,frozenset(['PACK OF 20 SKULL PAPER NAPKINS']),frozenset(['PACK OF 6 SKULL PAPER PLATES']),0.04340836012861737,0.04823151125401929,0.03697749196141479,0.8518518518518517,17.661728395061726,0.03488384115135286,6.4244372990353655
183,frozenset(['PACK OF 20 SKULL PAPER NAPKINS']),frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.04340836012861737,0.05787781350482315,0.03697749196141479,0.8518518518518517,14.718106995884773,0.03446511098934047,6.3593247588424395
188,"frozenset(['DOLLY GIRL LUNCH BOX', 'PLASTERS IN TIN CIRCUS PARADE'])",frozenset(['SPACEBOY LUNCH BOX']),0.03215434083601286,0.12861736334405144,0.027331189710610933,0.8500000000000001,6.6087500000000015,0.023195583172216996,5.809217577706327
134,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'LUNCH BAG WOODLAND'])",frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.03215434083601286,0.15594855305466238,0.027331189710610933,0.8500000000000001,5.450515463917527,0.022316766782808285,5.6270096463022545
280,"frozenset(['MINI PAINT SET VINTAGE', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['SET/20 RED RETROSPOT PAPER NAPKINS']),0.03215434083601286,0.09485530546623794,0.027331189710610933,0.8500000000000001,8.961016949152544,0.024281179888545404,6.034297963558417
107,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS'])",frozenset(['PACK OF 20 SKULL PAPER NAPKINS']),0.03215434083601286,0.04340836012861737,0.027331189710610933,0.8500000000000001,19.581481481481482,0.02593542250390298,6.3772775991425545
40,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['PACK OF 20 SKULL PAPER NAPKINS']),0.03215434083601286,0.04340836012861737,0.027331189710610933,0.8500000000000001,19.581481481481482,0.02593542250390298,6.3772775991425545
211,"frozenset(['MINI PAINT SET VINTAGE', 'SET/6 RED SPOTTY PAPER CUPS'])","frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'])",0.03215434083601286,0.07234726688102894,0.027331189710610933,0.8500000000000001,11.74888888888889,0.025004911032764345,6.184351554126477
5,frozenset(['MINI LIGHTS WOODLAND MUSHROOMS']),frozenset(['RABBIT NIGHT LIGHT']),0.03215434083601286,0.1189710610932476,0.027331189710610933,0.8500000000000001,7.1445945945945954,0.02350575366259654,5.873526259378353
195,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.03215434083601286,0.05787781350482315,0.027331189710610933,0.8500000000000001,14.686111111111114,0.025470166768333663,6.2808145766345165
257,"frozenset(['SET/6 RED SPOTTY PAPER CUPS', 'PACK OF 20 SKULL PAPER NAPKINS'])",frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.03054662379421222,0.05787781350482315,0.02572347266881029,0.8421052631578947,14.549707602339181,0.02395550087364688,5.966773847802785
351,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS'])","frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'])",0.03054662379421222,0.03215434083601286,0.02572347266881029,0.8421052631578947,26.189473684210526,0.02474126611594173,6.12968917470525
352,"frozenset(['SET/6 RED SPOTTY PAPER CUPS', 'PACK OF 20 SKULL PAPER NAPKINS'])","frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES'])",0.03054662379421222,0.03536977491961415,0.02572347266881029,0.8421052631578947,23.808612440191386,0.024643045460654874,6.109324758842442
440,"frozenset(['SET/6 RED SPOTTY PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS'])","frozenset(['PACK OF 6 SKULL PAPER PLATES', 'PACK OF 6 SKULL PAPER CUPS'])",0.03054662379421222,0.04180064308681672,0.02572347266881029,0.8421052631578947,20.14574898785425,0.02444660415008116,6.068595927116825
376,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.03054662379421222,0.05787781350482315,0.02572347266881029,0.8421052631578947,14.549707602339181,0.02395550087364688,5.966773847802785
344,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES', 'SET/6 RED SPOTTY PAPER CUPS'])",frozenset(['PACK OF 20 SKULL PAPER NAPKINS']),0.03054662379421222,0.04340836012861737,0.02572347266881029,0.8421052631578947,19.39961013645224,0.024397493822437732,6.058413719185421
362,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'])",frozenset(['ALARM CLOCK BAKELIKE GREEN']),0.03054662379421222,0.06752411575562701,0.02572347266881029,0.8421052631578947,12.471177944862154,0.02366083890778631,5.90568060021436
241,frozenset(['SET/6 RED SPOTTY PAPER CUPS']),frozenset(['SET/6 RED SPOTTY PAPER PLATES']),0.13665594855305466,0.12540192926045016,0.11414790996784566,0.8352941176470589,6.660935143288085,0.09701099037437579,5.310059715204411
505,frozenset(['ALARM CLOCK BAKELIKE RED']),frozenset(['ALARM CLOCK BAKELIKE GREEN']),0.06752411575562701,0.06752411575562701,0.05627009646302251,0.8333333333333333,12.34126984126984,0.05171059025444319,5.594855305466235
506,frozenset(['ALARM CLOCK BAKELIKE GREEN']),frozenset(['ALARM CLOCK BAKELIKE RED']),0.06752411575562701,0.06752411575562701,0.05627009646302251,0.8333333333333333,12.34126984126984,0.05171059025444319,5.594855305466235
152,"frozenset(['ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'])",frozenset(['ALARM CLOCK BAKELIKE PINK']),0.05627009646302251,0.07234726688102894,0.04662379421221865,0.8285714285714285,11.452698412698412,0.042552806525987114,5.411307609860662
499,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES'])",frozenset(['PACK OF 6 SKULL PAPER CUPS']),0.03536977491961415,0.05787781350482315,0.028938906752411574,0.8181818181818181,14.136363636363637,0.026891781515906574,5.181672025723471
254,"frozenset(['PLASTERS IN TIN SPACEBOY', 'STRAWBERRY LUNCH BOX WITH CUTLERY'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.03536977491961415,0.16720257234726688,0.028938906752411574,0.8181818181818181,4.893356643356643,0.023024989402508245,4.58038585209003
26,"frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS', 'STRAWBERRY LUNCH BOX WITH CUTLERY'])",frozenset(['LUNCH BOX WITH CUTLERY RETROSPOT']),0.03536977491961415,0.15112540192926044,0.028938906752411574,0.8181818181818181,5.413926499032882,0.02359363530153741,4.668810289389065
296,"frozenset(['PACK OF 6 SKULL PAPER PLATES', 'SET/6 RED SPOTTY PAPER PLATES'])",frozenset(['PACK OF 20 SKULL PAPER NAPKINS']),0.03536977491961415,0.04340836012861737,0.028938906752411574,0.8181818181818181,18.848484848484844,0.027403562825032826,5.261254019292602
